dyad,id_1,id_2,node_1,node_2,dyad_id,sex_1,sex_2,age_1,age_2,family_1,family_2,clique_1,clique_2,pair_type,edge,event_count,age_cat_1,age_cat_2,age_dyad,age_diff,dem_class_1,dem_class_2,dem_dyad,dem_dyad_f,dem_diff,sex_dyad,sex_diff,apart
F20_F29,F20,F29,13,21,1371,F,F,4,5,U13,U7,8,2,no_group,0.1931769190514461,2,P,A,A_P,1,PF,AF,AF_PF,5,1,F_F,0,18
F20_F30,F20,F30,13,23,1373,F,F,4,5,U13,NA,8,4,no_group,0.23853254668140278,2,P,A,A_P,1,PF,AF,AF_PF,5,1,F_F,0,18
F20_F31,F20,F31,13,24,1374,F,F,4,6,U13,NA,8,3,no_group,0.24204003303369384,5,P,A,A_P,2,PF,AF,AF_PF,5,1,F_F,0,15
F20_F32,F20,F32,13,25,1375,F,F,4,6,U13,NA,8,1,no_group,0.2435320018837907,4,P,A,A_P,2,PF,AF,AF_PF,5,1,F_F,0,16
F20_F33,F20,F33,13,26,1376,F,F,4,6,U13,NA,8,6,no_group,0.18535553881694553,3,P,A,A_P,2,PF,AF,AF_PF,5,1,F_F,0,17
F20_F34,F20,F34,13,27,1377,F,F,4,6,U13,NA,8,5,no_group,0.24630958928083452,5,P,A,A_P,2,PF,AF,AF_PF,5,1,F_F,0,15
F20_F35,F20,F35,13,28,1378,F,F,4,6,U13,NA,8,8,group,0.8230964028422422,19,P,A,A_P,2,PF,AF,AF_PF,5,1,F_F,0,1
F20_F36,F20,F36,13,29,1379,F,F,4,6,U13,U12,8,4,no_group,0.12452414733026723,6,P,A,A_P,2,PF,AF,AF_PF,5,1,F_F,0,14
F20_F37,F20,F37,13,30,1380,F,F,4,6,U13,U17,8,2,no_group,0.18483437959620716,4,P,A,A_P,2,PF,AF,AF_PF,5,1,F_F,0,16
F20_F38,F20,F38,13,31,1381,F,F,4,6,U13,U19,8,7,no_group,0.2165226610781219,2,P,A,A_P,2,PF,AF,AF_PF,5,1,F_F,0,18
F20_F39,F20,F39,13,32,1382,F,F,4,6,U13,NA,8,8,group,0.766484813759894,14,P,A,A_P,2,PF,AF,AF_PF,5,1,F_F,0,6
F20_F40,F20,F40,13,34,1384,F,F,4,6,U13,NA,8,8,group,0.78174217257073,14,P,A,A_P,2,PF,AF,AF_PF,5,1,F_F,0,6
F20_F41,F20,F41,13,35,1385,F,F,4,7,U13,U9,8,6,no_group,0.173071894861891,5,P,A,A_P,3,PF,AF,AF_PF,5,1,F_F,0,15
F20_F42,F20,F42,13,36,1386,F,F,4,7,U13,U18,8,8,group,0.654193514431303,15,P,A,A_P,3,PF,AF,AF_PF,5,1,F_F,0,5
F20_F43,F20,F43,13,37,1387,F,F,4,7,U13,U10,8,2,no_group,0.2086166126520463,4,P,A,A_P,3,PF,AF,AF_PF,5,1,F_F,0,16
F20_F44,F20,F44,13,38,1388,F,F,4,7,U13,U15,8,4,no_group,0.2239421175485612,4,P,A,A_P,3,PF,AF,AF_PF,5,1,F_F,0,16
F20_F45,F20,F45,13,39,1389,F,F,4,7,U13,NA,8,3,no_group,0.1556856687055278,4,P,A,A_P,3,PF,AF,AF_PF,5,1,F_F,0,16
F20_F46,F20,F46,13,40,1390,F,F,4,7,U13,U11,8,4,no_group,0.26287445071218163,5,P,A,A_P,3,PF,AF,AF_PF,5,1,F_F,0,15
F20_F47,F20,F47,13,41,1391,F,F,4,7,U13,NA,8,1,no_group,0.23038259731199892,2,P,A,A_P,3,PF,AF,AF_PF,5,1,F_F,0,18
F20_F48,F20,F48,13,42,1392,F,F,4,7,U13,U3,8,8,group,0.712840959817874,17,P,A,A_P,3,PF,AF,AF_PF,5,1,F_F,0,3
F20_F49,F20,F49,13,43,1393,F,F,4,7,U13,U20,8,1,no_group,0.15870696297301692,1,P,A,A_P,3,PF,AF,AF_PF,5,1,F_F,0,19
F20_F50,F20,F50,13,45,1395,F,F,4,7,U13,U1,8,4,no_group,0.27921534472480664,6,P,A,A_P,3,PF,AF,AF_PF,5,1,F_F,0,14
F20_U1,F20,U1,13,100,1450,F,U,4,1,U13,F50,8,4,no_group,0.20999455593893282,4,P,C,P_C,3,PF,CU,PF_CU,15,1,F_U,1,16
F20_U2,F20,U2,13,111,1461,F,U,4,1,U13,F21,8,8,group,0.8143615076043097,19,P,C,P_C,3,PF,CU,PF_CU,15,1,F_U,1,1
F20_U3,F20,U3,13,113,1463,F,U,4,1,U13,F48,8,8,group,0.7221922278060798,16,P,C,P_C,3,PF,CU,PF_CU,15,1,F_U,1,4
F20_U4,F20,U4,13,114,1464,F,U,4,1,U13,F19,8,1,no_group,0.20117757916412385,3,P,C,P_C,3,PF,CU,PF_CU,15,1,F_U,1,17
F20_U5,F20,U5,13,115,1465,F,U,4,1,U13,F15,8,6,no_group,0.23006409971326783,7,P,C,P_C,3,PF,CU,PF_CU,15,1,F_U,1,13
F20_U6,F20,U6,13,116,1466,F,U,4,1,U13,F25,8,1,no_group,0.20682643075656762,5,P,C,P_C,3,PF,CU,PF_CU,15,1,F_U,1,15
F20_U7,F20,U7,13,117,1467,F,U,4,1,U13,F29,8,2,no_group,0.10998378674441946,1,P,C,P_C,3,PF,CU,PF_CU,15,1,F_U,1,19
F20_U8,F20,U8,13,118,1468,F,U,4,1,U13,F27,8,4,no_group,0.31052438272465677,5,P,C,P_C,3,PF,CU,PF_CU,15,1,F_U,1,15
F20_U9,F20,U9,13,119,1469,F,U,4,1,U13,F41,8,6,no_group,0.057207845953721005,1,P,C,P_C,3,PF,CU,PF_CU,15,1,F_U,1,19
F20_U10,F20,U10,13,101,1451,F,U,4,1,U13,F43,8,2,no_group,0.16224190532667254,5,P,C,P_C,3,PF,CU,PF_CU,15,1,F_U,1,15
F20_U11,F20,U11,13,102,1452,F,U,4,2,U13,F46,8,4,no_group,0.09505131015702602,1,P,J,P_J,2,PF,JU,PF_JU,16,1,F_U,1,19
F20_U12,F20,U12,13,103,1453,F,U,4,2,U13,F36,8,4,no_group,0.18726591010894197,7,P,J,P_J,2,PF,JU,PF_JU,16,1,F_U,1,13
F20_U13,F20,U13,13,104,1454,F,U,4,2,U13,F20,8,8,family,0.9676693540783838,20,P,J,P_J,2,PF,JU,PF_JU,16,1,F_U,1,0
F20_U14,F20,U14,13,105,1455,F,U,4,2,U13,F13,8,6,no_group,0.11183697438959404,1,P,J,P_J,2,PF,JU,PF_JU,16,1,F_U,1,19
F20_U15,F20,U15,13,106,1456,F,U,4,2,U13,F44,8,4,no_group,0.2514526577302036,1,P,J,P_J,2,PF,JU,PF_JU,16,1,F_U,1,19
F20_U16,F20,U16,13,107,1457,F,U,4,2,U13,F23,8,6,no_group,0.1988960932955891,5,P,J,P_J,2,PF,JU,PF_JU,16,1,F_U,1,15
F20_U17,F20,U17,13,108,1458,F,U,4,2,U13,F37,8,2,no_group,0.173118660973162,2,P,J,P_J,2,PF,JU,PF_JU,16,1,F_U,1,18
F20_U18,F20,U18,13,109,1459,F,U,4,2,U13,F42,8,8,group,0.8918226169238359,18,P,J,P_J,2,PF,JU,PF_JU,16,1,F_U,1,2
F20_U19,F20,U19,13,110,1460,F,U,4,2,U13,F38,8,7,no_group,0.2420193010296312,3,P,J,P_J,2,PF,JU,PF_JU,16,1,F_U,1,17
F20_U20,F20,U20,13,112,1462,F,U,4,2,U13,F49,8,1,no_group,0.16883799142156133,3,P,J,P_J,2,PF,JU,PF_JU,16,1,F_U,1,17
F21_F22,F21,F22,14,14,1470,F,F,5,5,U2,NA,8,7,no_group,0.09033495607139284,1,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,19
F21_F23,F21,F23,14,15,1471,F,F,5,5,U2,U16,8,6,no_group,0.17705084628869186,3,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,17
F21_F24,F21,F24,14,16,1472,F,F,5,5,U2,NA,8,6,no_group,0.19492790480727049,4,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,16
F21_F25,F21,F25,14,17,1473,F,F,5,5,U2,U6,8,1,no_group,0.1459720573202861,1,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,19
F21_F26,F21,F26,14,18,1474,F,F,5,5,U2,NA,8,4,no_group,0.09872732566584053,2,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,18
F21_F27,F21,F27,14,19,1475,F,F,5,5,U2,U8,8,4,no_group,0.19783834452774335,1,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,19
F21_F28,F21,F28,14,20,1476,F,F,5,5,U2,NA,8,8,group,0.8255452379719428,17,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,3
F21_F29,F21,F29,14,21,1477,F,F,5,5,U2,U7,8,2,no_group,0.17810408241285275,4,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,16
F21_F30,F21,F30,14,23,1479,F,F,5,5,U2,NA,8,4,no_group,0.2121717355058368,6,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,14
F21_F31,F21,F31,14,24,1480,F,F,5,6,U2,NA,8,3,no_group,0.1681367551899866,3,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,17
F21_F32,F21,F32,14,25,1481,F,F,5,6,U2,NA,8,1,no_group,0.3077300595338288,5,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,15
F21_F33,F21,F33,14,26,1482,F,F,5,6,U2,NA,8,6,no_group,0.0890150053861351,0,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,20
F21_F34,F21,F34,14,27,1483,F,F,5,6,U2,NA,8,5,no_group,0.21610794774322573,5,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,15
F21_F35,F21,F35,14,28,1484,F,F,5,6,U2,NA,8,8,group,0.8031380115749964,16,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,4
F21_F36,F21,F36,14,29,1485,F,F,5,6,U2,U12,8,4,no_group,0.1259926795527578,5,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,15
F21_F37,F21,F37,14,30,1486,F,F,5,6,U2,U17,8,2,no_group,0.21717759695460134,4,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,16
F21_F38,F21,F38,14,31,1487,F,F,5,6,U2,U19,8,7,no_group,0.24026778883764202,4,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,16
F21_F39,F21,F39,14,32,1488,F,F,5,6,U2,NA,8,8,group,0.8054363025063601,15,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,5
F21_F40,F21,F40,14,34,1490,F,F,5,6,U2,NA,8,8,group,0.8757968930153639,18,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,2
F21_F41,F21,F41,14,35,1491,F,F,5,7,U2,U9,8,6,no_group,0.28263572273145765,11,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,9
F21_F42,F21,F42,14,36,1492,F,F,5,7,U2,U18,8,8,group,0.7585206737389999,15,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,5
F21_F43,F21,F43,14,37,1493,F,F,5,7,U2,U10,8,2,no_group,0.26358779453765074,5,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,15
F21_F44,F21,F44,14,38,1494,F,F,5,7,U2,U15,8,4,no_group,0.1731050406642488,1,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,19
F21_F45,F21,F45,14,39,1495,F,F,5,7,U2,NA,8,3,no_group,0.21717450515917855,4,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,16
F21_F46,F21,F46,14,40,1496,F,F,5,7,U2,U11,8,4,no_group,0.22694324503875443,5,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,15
F21_F47,F21,F47,14,41,1497,F,F,5,7,U2,NA,8,1,no_group,0.23039073460413279,7,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,13
F21_F48,F21,F48,14,42,1498,F,F,5,7,U2,U3,8,8,group,0.8607766496430276,19,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,1
F21_F49,F21,F49,14,43,1499,F,F,5,7,U2,U20,8,1,no_group,0.31103523030626534,6,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,14
F21_F50,F21,F50,14,45,1501,F,F,5,7,U2,U1,8,4,no_group,0.19137203071490524,6,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,14
F21_U1,F21,U1,14,100,1556,F,U,5,1,U2,F50,8,4,no_group,0.13626380356420215,6,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,14
F21_U2,F21,U2,14,111,1567,F,U,5,1,U2,F21,8,8,family,0.9657215015013124,19,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,1
F21_U3,F21,U3,14,113,1569,F,U,5,1,U2,F48,8,8,group,0.7597634755638636,16,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,4
F21_U4,F21,U4,14,114,1570,F,U,5,1,U2,F19,8,1,no_group,0.11963633125665887,4,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,16
F21_U5,F21,U5,14,115,1571,F,U,5,1,U2,F15,8,6,no_group,0.3541614914116429,7,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,13
F21_U6,F21,U6,14,116,1572,F,U,5,1,U2,F25,8,1,no_group,0.16277421793361296,4,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,16
F21_U7,F21,U7,14,117,1573,F,U,5,1,U2,F29,8,2,no_group,0.11828195204119397,1,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,19
F21_U8,F21,U8,14,118,1574,F,U,5,1,U2,F27,8,4,no_group,0.21737385610259485,1,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,19
F21_U9,F21,U9,14,119,1575,F,U,5,1,U2,F41,8,6,no_group,0.2517654424182126,3,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,17
F21_U10,F21,U10,14,101,1557,F,U,5,1,U2,F43,8,2,no_group,0.2639792461994333,2,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,18
F21_U11,F21,U11,14,102,1558,F,U,5,2,U2,F46,8,4,no_group,0.1586972608261087,3,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,17
F21_U12,F21,U12,14,103,1559,F,U,5,2,U2,F36,8,4,no_group,0.2111791671976101,5,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,15
F21_U13,F21,U13,14,104,1560,F,U,5,2,U2,F20,8,8,group,0.757197893723451,13,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,7
F21_U14,F21,U14,14,105,1561,F,U,5,2,U2,F13,8,6,no_group,0.0883386459442958,3,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,17
F21_U15,F21,U15,14,106,1562,F,U,5,2,U2,F44,8,4,no_group,0.2239938025389548,2,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,18
F21_U16,F21,U16,14,107,1563,F,U,5,2,U2,F23,8,6,no_group,0.23420723946659083,4,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,16
F21_U17,F21,U17,14,108,1564,F,U,5,2,U2,F37,8,2,no_group,0.1699443058798146,1,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,19
F21_U18,F21,U18,14,109,1565,F,U,5,2,U2,F42,8,8,group,0.8264764120559942,17,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,3
F21_U19,F21,U19,14,110,1566,F,U,5,2,U2,F38,8,7,no_group,0.25008423885498865,5,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,15
F21_U20,F21,U20,14,112,1568,F,U,5,2,U2,F49,8,1,no_group,0.18386119215708938,5,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,15
F22_F23,F22,F23,15,15,1576,F,F,5,5,NA,U16,7,6,no_group,0.16094074264509398,7,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,13
F22_F24,F22,F24,15,16,1577,F,F,5,5,NA,NA,7,6,no_group,0.17421231979239196,5,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,15
F22_F25,F22,F25,15,17,1578,F,F,5,5,NA,U6,7,1,no_group,0.25442658326015277,5,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,15
F22_F26,F22,F26,15,18,1579,F,F,5,5,NA,NA,7,4,no_group,0.22191451931654696,5,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,15
F22_F27,F22,F27,15,19,1580,F,F,5,5,NA,U8,7,4,no_group,0.297526608141733,5,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,15
F22_F28,F22,F28,15,20,1581,F,F,5,5,NA,NA,7,8,no_group,0.15977042300935185,7,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,13
F22_F29,F22,F29,15,21,1582,F,F,5,5,NA,U7,7,2,no_group,0.2386288740245962,6,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,14
F22_F30,F22,F30,15,23,1584,F,F,5,5,NA,NA,7,4,no_group,0.1585929027771754,3,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,17
F22_F31,F22,F31,15,24,1585,F,F,5,6,NA,NA,7,3,no_group,0.1844278767228364,6,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,14
F22_F32,F22,F32,15,25,1586,F,F,5,6,NA,NA,7,1,no_group,0.24976562079821651,1,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,19
F22_F33,F22,F33,15,26,1587,F,F,5,6,NA,NA,7,6,no_group,0.1567162173303335,5,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,15
F22_F34,F22,F34,15,27,1588,F,F,5,6,NA,NA,7,5,no_group,0.2167261809605821,2,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,18
F22_F35,F22,F35,15,28,1589,F,F,5,6,NA,NA,7,8,no_group,0.2570200239552242,4,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,16
F22_F36,F22,F36,15,29,1590,F,F,5,6,NA,U12,7,4,no_group,0.24597384844787012,5,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,15
F22_F37,F22,F37,15,30,1591,F,F,5,6,NA,U17,7,2,no_group,0.15160228574893697,2,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,18
F22_F38,F22,F38,15,31,1592,F,F,5,6,NA,U19,7,7,group,0.8179493331989061,15,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,5
F22_F39,F22,F39,15,32,1593,F,F,5,6,NA,NA,7,8,no_group,0.18555066711242976,4,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,16
F22_F40,F22,F40,15,34,1595,F,F,5,6,NA,NA,7,8,no_group,0.21651125889695746,3,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,17
F22_F41,F22,F41,15,35,1596,F,F,5,7,NA,U9,7,6,no_group,0.22817581754287505,4,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,16
F22_F42,F22,F42,15,36,1597,F,F,5,7,NA,U18,7,8,no_group,0.1963975505368228,4,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,16
F22_F43,F22,F43,15,37,1598,F,F,5,7,NA,U10,7,2,no_group,0.22312176346330814,4,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,16
F22_F44,F22,F44,15,38,1599,F,F,5,7,NA,U15,7,4,no_group,0.22185945088613382,4,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,16
F22_F45,F22,F45,15,39,1600,F,F,5,7,NA,NA,7,3,no_group,0.17927053916425723,4,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,16
F22_F46,F22,F46,15,40,1601,F,F,5,7,NA,U11,7,4,no_group,0.1864086337966234,0,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,20
F22_F47,F22,F47,15,41,1602,F,F,5,7,NA,NA,7,1,no_group,0.2412765070683157,4,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,16
F22_F48,F22,F48,15,42,1603,F,F,5,7,NA,U3,7,8,no_group,0.24565201071991288,5,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,15
F22_F49,F22,F49,15,43,1604,F,F,5,7,NA,U20,7,1,no_group,0.16968109808811388,3,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,17
F22_F50,F22,F50,15,45,1606,F,F,5,7,NA,U1,7,4,no_group,0.1271627445723949,3,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,17
F22_U1,F22,U1,15,100,1661,F,U,5,1,NA,F50,7,4,no_group,0.1958875508249828,4,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,16
F22_U2,F22,U2,15,111,1672,F,U,5,1,NA,F21,7,8,no_group,0.4241522877376444,9,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,11
F22_U3,F22,U3,15,113,1674,F,U,5,1,NA,F48,7,8,no_group,0.1913804321585871,3,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,17
F22_U4,F22,U4,15,114,1675,F,U,5,1,NA,F19,7,1,no_group,0.16599578336498383,2,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,18
F22_U5,F22,U5,15,115,1676,F,U,5,1,NA,F15,7,6,no_group,0.1597326063060373,1,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,19
F22_U6,F22,U6,15,116,1677,F,U,5,1,NA,F25,7,1,no_group,0.14337987307193903,2,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,18
F22_U7,F22,U7,15,117,1678,F,U,5,1,NA,F29,7,2,no_group,0.22667572625350826,4,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,16
F22_U8,F22,U8,15,118,1679,F,U,5,1,NA,F27,7,4,no_group,0.09877471988979762,1,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,19
F22_U9,F22,U9,15,119,1680,F,U,5,1,NA,F41,7,6,no_group,0.15791024919463986,4,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,16
F22_U10,F22,U10,15,101,1662,F,U,5,1,NA,F43,7,2,no_group,0.14772727516216166,4,A,C,A_C,4,AF,CU,AF_CU,3,1,F_U,1,16
F22_U11,F22,U11,15,102,1663,F,U,5,2,NA,F46,7,4,no_group,0.07279813927938499,0,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,20
F22_U12,F22,U12,15,103,1664,F,U,5,2,NA,F36,7,4,no_group,0.21542212530668012,5,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,15
F22_U13,F22,U13,15,104,1665,F,U,5,2,NA,F20,7,8,no_group,0.19867365550672206,2,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,18
F22_U14,F22,U14,15,105,1666,F,U,5,2,NA,F13,7,6,no_group,0.09775145613597691,1,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,19
F22_U15,F22,U15,15,106,1667,F,U,5,2,NA,F44,7,4,no_group,0.13888242966003767,2,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,18
F22_U16,F22,U16,15,107,1668,F,U,5,2,NA,F23,7,6,no_group,0.38354553554675924,9,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,11
F22_U17,F22,U17,15,108,1669,F,U,5,2,NA,F37,7,2,no_group,0.16929343783894438,4,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,16
F22_U18,F22,U18,15,109,1670,F,U,5,2,NA,F42,7,8,no_group,0.14881622705899145,1,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,19
F22_U19,F22,U19,15,110,1671,F,U,5,2,NA,F38,7,7,group,0.8292001844946547,17,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,3
F22_U20,F22,U20,15,112,1673,F,U,5,2,NA,F49,7,1,no_group,0.27465444107410525,5,A,J,A_J,3,AF,JU,AF_JU,4,1,F_U,1,15
F23_F24,F23,F24,16,16,1681,F,F,5,5,U16,NA,6,6,group,0.8170982388003534,17,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,3
F23_F25,F23,F25,16,17,1682,F,F,5,5,U16,U6,6,1,no_group,0.13302967823136636,2,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,18
F23_F26,F23,F26,16,18,1683,F,F,5,5,U16,NA,6,4,no_group,0.18588040093505795,3,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,17
F23_F27,F23,F27,16,19,1684,F,F,5,5,U16,U8,6,4,no_group,0.1699043197639732,2,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,18
F23_F28,F23,F28,16,20,1685,F,F,5,5,U16,NA,6,8,no_group,0.2524546771620469,5,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,15
F23_F29,F23,F29,16,21,1686,F,F,5,5,U16,U7,6,2,no_group,0.11673715440763427,3,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,17
F23_F30,F23,F30,16,23,1688,F,F,5,5,U16,NA,6,4,no_group,0.09215012455816761,3,A,A,A_A,0,AF,AF,AF_AF,1,0,F_F,0,17
F23_F31,F23,F31,16,24,1689,F,F,5,6,U16,NA,6,3,no_group,0.2709919403280394,6,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,14
F23_F32,F23,F32,16,25,1690,F,F,5,6,U16,NA,6,1,no_group,0.16224925814436497,4,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,16
F23_F33,F23,F33,16,26,1691,F,F,5,6,U16,NA,6,6,group,0.7131809841896872,13,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,7
F23_F34,F23,F34,16,27,1692,F,F,5,6,U16,NA,6,5,no_group,0.16302909197916837,0,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,20
F23_F35,F23,F35,16,28,1693,F,F,5,6,U16,NA,6,8,no_group,0.2149460460018267,6,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,14
F23_F36,F23,F36,16,29,1694,F,F,5,6,U16,U12,6,4,no_group,0.271092574911417,7,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,13
F23_F37,F23,F37,16,30,1695,F,F,5,6,U16,U17,6,2,no_group,0.16011759529212155,1,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,19
F23_F38,F23,F38,16,31,1696,F,F,5,6,U16,U19,6,7,no_group,0.15702099835978778,1,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,19
F23_F39,F23,F39,16,32,1697,F,F,5,6,U16,NA,6,8,no_group,0.09491480802918399,3,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,17
F23_F40,F23,F40,16,34,1699,F,F,5,6,U16,NA,6,8,no_group,0.13874183305396243,4,A,A,A_A,1,AF,AF,AF_AF,1,0,F_F,0,16
F23_F41,F23,F41,16,35,1700,F,F,5,7,U16,U9,6,6,group,0.7783805603611265,16,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,4
F23_F42,F23,F42,16,36,1701,F,F,5,7,U16,U18,6,8,no_group,0.34221614394230143,9,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,11
F23_F43,F23,F43,16,37,1702,F,F,5,7,U16,U10,6,2,no_group,0.20091355941898206,8,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,12
F23_F44,F23,F44,16,38,1703,F,F,5,7,U16,U15,6,4,no_group,0.19113638203632574,4,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,16
F23_F45,F23,F45,16,39,1704,F,F,5,7,U16,NA,6,3,no_group,0.09787498509926672,3,A,A,A_A,2,AF,AF,AF_AF,1,0,F_F,0,17
